Name,Comment,Likes,Reply_Count,Time,date,hour,month,Tokenize,stemmed,compound,neg,neu,pos,polarity,subjectivity,empath_score,Reply_Class,Like_Class,sentiment_status
Arun kr Jana,i think that ayush sir and barkha mam are the best couple for this web series i love and respect them all the time the chemistry between them is so natural so i wish to get more specially brewed contents with barkha mam and ayush sir in future on dice media love you dice media and specially love you barkha mam and ayush sir,2,0,2021-04-20T08:58:20Z,20,8,4,"['i', 'think', 'that', 'ayush', 'sir', 'and', 'barkha', 'mam', 'are', 'the', 'best', 'couple', 'for', 'this', 'web', 'series', 'i', 'love', 'and', 'respect', 'them', 'all', 'the', 'time', 'the', 'chemistry', 'between', 'them', 'is', 'so', 'natural', 'so', 'i', 'wish', 'to', 'get', 'more', 'specially', 'brewed', 'contents', 'with', 'barkha', 'mam', 'and', 'ayush', 'sir', 'in', 'future', 'on', 'dice', 'media', 'love', 'you', 'dice', 'media', 'and', 'specially', 'love', 'you', 'barkha', 'mam', 'and', 'ayush', 'sir']","['i', 'think', 'that', 'ayush', 'sir', 'and', 'barkha', 'mam', 'are', 'the', 'best', 'coupl', 'for', 'this', 'web', 'seri', 'i', 'love', 'and', 'respect', 'them', 'all', 'the', 'time', 'the', 'chemistri', 'between', 'them', 'is', 'so', 'natur', 'so', 'i', 'wish', 'to', 'get', 'more', 'special', 'brew', 'content', 'with', 'barkha', 'mam', 'and', 'ayush', 'sir', 'in', 'futur', 'on', 'dice', 'media', 'love', 'you', 'dice', 'media', 'and', 'special', 'love', 'you', 'barkha', 'mam', 'and', 'ayush', 'sir']",0.9817,0.0,0.667,0.33299999999999996,0.4321428571,0.46205357140000003,0.515625,0,1,neu
Gaurav Umap,barkha and ayush looking so cute together love u both guys nice acting,0,0,2021-04-20T08:58:20Z,20,8,4,"['barkha', 'and', 'ayush', 'looking', 'so', 'cute', 'together', 'love', 'u', 'both', 'guys', 'nice', 'acting']","['barkha', 'and', 'ayush', 'look', 'so', 'cute', 'togeth', 'love', 'u', 'both', 'guy', 'nice', 'act']",0.9028,0.0,0.447,0.5529999999999999,0.4,0.65,1.0,0,0,pos
Smokn Demon,ayush bruhno matter how much you try to change the topic barkha isn t weak minded lmao,0,0,2021-04-19T10:39:46Z,19,10,4,"['ayush', 'bruhno', 'matter', 'how', 'much', 'you', 'try', 'to', 'change', 'the', 'topic', 'barkha', 'isn', 't', 'weak', 'minded', 'lmao']","['ayush', 'bruhno', 'matter', 'how', 'much', 'you', 'tri', 'to', 'chang', 'the', 'topic', 'barkha', 'isn', 't', 'weak', 'mind', 'lmao']",0.2732,0.139,0.622,0.239,0.1416666667,0.6083333333,0.2941176471,0,0,neu
1DIRECTION,bro what happened to your names aayush shaurya barkha sanya,0,0,2021-04-15T20:54:09Z,15,20,4,"['bro', 'what', 'happened', 'to', 'your', 'names', 'aayush', 'shaurya', 'barkha', 'sanya']","['bro', 'what', 'happen', 'to', 'your', 'name', 'aayush', 'shaurya', 'barkha', 'sanya']",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,neu
Vijaypal Negi,ayush mehra s best character is nishant from mbbs operation,0,0,2021-04-14T11:39:55Z,14,11,4,"['ayush', 'mehra', 's', 'best', 'character', 'is', 'nishant', 'from', 'mbbs', 'operation']","['ayush', 'mehra', 's', 'best', 'charact', 'is', 'nishant', 'from', 'mbbs', 'oper']",0.6369,0.0,0.6559999999999999,0.344,1.0,0.3,0.6,0,0,neu
Ananya Bakshi,how can someone not love ayushhh,80,0,2021-04-07T16:38:23Z,7,16,4,"['how', 'can', 'someone', 'not', 'love', 'ayushhh']","['how', 'can', 'someon', 'not', 'love', 'ayushhh']",-0.5216,0.402,0.598,0.0,-0.25,0.6,0.8333333333,0,1,neu
Viraj Mashru,aayush and barkha are really look good together and yrr ye bandi kitni awesome hai yrr,0,0,2021-04-05T08:09:37Z,5,8,4,"['aayush', 'and', 'barkha', 'are', 'really', 'look', 'good', 'together', 'and', 'yrr', 'ye', 'bandi', 'kitni', 'awesome', 'hai', 'yrr']","['aayush', 'and', 'barkha', 'are', 'realli', 'look', 'good', 'togeth', 'and', 'yrr', 'ye', 'bandi', 'kitni', 'awesom', 'hai', 'yrr']",0.8062,0.0,0.6579999999999999,0.342,0.6333333333,0.6,0.0,0,0,neu
S Jayakrishnan,super enjoyed it i am big fan of aayush mehra sir and bharka singh,0,0,2021-03-27T16:42:51Z,27,16,3,"['super', 'enjoyed', 'it', 'i', 'am', 'big', 'fan', 'of', 'aayush', 'mehra', 'sir', 'and', 'bharka', 'singh']","['super', 'enjoy', 'it', 'i', 'am', 'big', 'fan', 'of', 'aayush', 'mehra', 'sir', 'and', 'bharka', 'singh']",0.8591,0.0,0.513,0.48700000000000004,0.2777777778,0.4888888889,0.21428571429999999,0,0,neu
BANOTH VINOD NAIK,feeling fabulous while watching lovely series ayush mehra superb yaar infinity from my side your such a great actor,3,0,2021-03-21T16:31:00Z,21,16,3,"['feeling', 'fabulous', 'while', 'watching', 'lovely', 'series', 'ayush', 'mehra', 'superb', 'yaar', 'infinity', 'from', 'my', 'side', 'your', 'such', 'a', 'great', 'actor']","['feel', 'fabul', 'while', 'watch', 'love', 'seri', 'ayush', 'mehra', 'superb', 'yaar', 'infin', 'from', 'my', 'side', 'your', 'such', 'a', 'great', 'actor']",0.9509,0.0,0.435,0.565,0.54,0.8,1.473684211,0,1,pos
Laasya U,who all are here after the season finale just to see ayush and barkha again,0,0,2021-03-17T05:19:03Z,17,5,3,"['who', 'all', 'are', 'here', 'after', 'the', 'season', 'finale', 'just', 'to', 'see', 'ayush', 'and', 'barkha', 'again']","['who', 'all', 'are', 'here', 'after', 'the', 'season', 'final', 'just', 'to', 'see', 'ayush', 'and', 'barkha', 'again']",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,neu
Ratna Malve,new house ayush and barkha,0,0,2021-03-14T11:48:00Z,14,11,3,"['new', 'house', 'ayush', 'and', 'barkha']","['new', 'hous', 'ayush', 'and', 'barkha']",0.0,0.0,1.0,0.0,0.13636363640000002,0.45454545450000006,0.8,0,0,neu
Anaswara Murali,ayush and bharka should date in real life they are so perfect for each other,0,0,2021-03-14T08:34:03Z,14,8,3,"['ayush', 'and', 'bharka', 'should', 'date', 'in', 'real', 'life', 'they', 'are', 'so', 'perfect', 'for', 'each', 'other']","['ayush', 'and', 'bharka', 'should', 'date', 'in', 'real', 'life', 'they', 'are', 'so', 'perfect', 'for', 'each', 'other']",0.6948,0.0,0.747,0.253,0.3583333333,0.5583333333,0.4666666667,0,0,neu
harshavardhan Vurla,ayush is turning to virat looks,0,0,2021-03-02T08:14:32Z,2,8,3,"['ayush', 'is', 'turning', 'to', 'virat', 'looks']","['ayush', 'is', 'turn', 'to', 'virat', 'look']",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,neu
Angel ayesha,i am only watching for ayush,0,0,2021-02-23T17:31:45Z,23,17,2,"['i', 'am', 'only', 'watching', 'for', 'ayush']","['i', 'am', 'onli', 'watch', 'for', 'ayush']",0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,neu
Aishwarya Kanade,barkha ayush are lovebtw their dresses throughout are amaaazing,1,0,2021-02-19T17:47:15Z,19,17,2,"['barkha', 'ayush', 'are', 'lovebtw', 'their', 'dresses', 'throughout', 'are', 'amaaazing']","['barkha', 'ayush', 'are', 'lovebtw', 'their', 'dress', 'throughout', 'are', 'amaaaz']",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,neu
alia shroff,aayush mehra and barkha singh bestest pair just love to watch them,2,0,2021-02-14T11:12:45Z,14,11,2,"['aayush', 'mehra', 'and', 'barkha', 'singh', 'bestest', 'pair', 'just', 'love', 'to', 'watch', 'them']","['aayush', 'mehra', 'and', 'barkha', 'singh', 'bestest', 'pair', 'just', 'love', 'to', 'watch', 'them']",0.6369,0.0,0.7240000000000001,0.276,0.5,0.6,0.5833333333,0,1,neu
Mofassera Nur,ayush and barkha plz get married i love you guys together so much,0,0,2021-02-08T09:21:36Z,8,9,2,"['ayush', 'and', 'barkha', 'plz', 'get', 'married', 'i', 'love', 'you', 'guys', 'together', 'so', 'much']","['ayush', 'and', 'barkha', 'plz', 'get', 'marri', 'i', 'love', 'you', 'guy', 'togeth', 'so', 'much']",0.6705,0.0,0.645,0.355,0.31666666670000004,0.35,0.6153846154,0,0,neu
Sandesh Sandesh,i don t whats for real but you guys ayush and barkha looks really great together,0,0,2021-02-07T12:54:52Z,7,12,2,"['i', 'don', 't', 'whats', 'for', 'real', 'but', 'you', 'guys', 'ayush', 'and', 'barkha', 'looks', 'really', 'great', 'together']","['i', 'don', 't', 'what', 'for', 'real', 'but', 'you', 'guy', 'ayush', 'and', 'barkha', 'look', 'realli', 'great', 'togeth']",0.7958,0.0,0.6809999999999999,0.319,0.5,0.525,0.1875,0,0,neu
sakshi sewag,i really liked the anant and ratna i love these couples ayush and barkha,0,0,2021-02-07T12:54:52Z,7,12,2,"['i', 'really', 'liked', 'the', 'anant', 'and', 'ratna', 'i', 'love', 'these', 'couples', 'ayush', 'and', 'barkha']","['i', 'realli', 'like', 'the', 'anant', 'and', 'ratna', 'i', 'love', 'these', 'coupl', 'ayush', 'and', 'barkha']",0.807,0.0,0.578,0.42200000000000004,0.55,0.7,0.3571428571,0,0,neu
Akash,barkha and ayush best jodi,0,0,2021-02-06T19:54:08Z,6,19,2,"['barkha', 'and', 'ayush', 'best', 'jodi']","['barkha', 'and', 'ayush', 'best', 'jodi']",0.6369,0.0,0.488,0.512,1.0,0.3,0.4,0,0,pos
Aastha Tiwari,aayush and barkha are perfect match,0,0,2021-02-06T19:54:08Z,6,19,2,"['aayush', 'and', 'barkha', 'are', 'perfect', 'match']","['aayush', 'and', 'barkha', 'are', 'perfect', 'match']",0.5719,0.0,0.575,0.425,1.0,1.0,0.5,0,0,neu
j JESUWA,kch dino me movies me dikhne wale oh ayush bhai,1,0,2021-02-06T17:34:55Z,6,17,2,"['kch', 'dino', 'me', 'movies', 'me', 'dikhne', 'wale', 'oh', 'ayush', 'bhai']","['kch', 'dino', 'me', 'movi', 'me', 'dikhn', 'wale', 'oh', 'ayush', 'bhai']",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,neu
Nikitha Srinivas 2714,barkha ayush the best pair,0,0,2021-01-31T17:12:21Z,31,17,1,"['barkha', 'ayush', 'the', 'best', 'pair']","['barkha', 'ayush', 'the', 'best', 'pair']",0.6369,0.0,0.488,0.512,1.0,0.3,0.6,0,0,pos
